47	599	16	799
41	1000	22	1200
47	1399	23	1599
48	1799	23	2000
42	2200	24	2400
45	2600	20	2800
44	3000	24	3200
45	3399	21	3600
44	3800	21	4000
46	4200	19	4400
44	4600	20	4800
44	5000	23	5200
44	5400	26	5600
50	5799	24	5999
42	6200	22	6400
46	6600	22	6800
42	7000	25	7200
42	7400	28	7600
43	7800	23	8000
46	8200	24	8400
44	8600	21	8800
42	9000	19	9200
45	9399	22	9599
46	9800	139	10000
42	10200	136	10400
44	10600	136	10800
41	11000	132	11200
45	11400	133	11600
48	11799	133	11999
45	12200	136	12400
44	12600	135	12800
45	13000	136	13200
43	13400	129	13600
46	13800	131	14000
49	14200	136	14400
47	14600	134	14800
46	15000	131	15200
42	15399	135	15600
42	15800	142	16000
46	16200	132	16400
52	16600	137	16800
44	17000	133	17200
46	17399	131	17600
47	17800	131	18000
42	18200	136	18400
43	18600	131	18800
46	19000	136	19200
50	19399	131	19600
47	19800	132	20000
44	20200	135	20400
49	20600	134	20800
41	21000	134	21200
49	21399	138	21600
47	21800	136	22000
44	22200	132	22400
52	22600	132	22800
47	23000	137	23200
54	23399	133	23600
46	23800	131	24000
49	24200	134	24400
44	24600	137	24800
46	25000	132	25200
48	25399	135	25600
45	25800	129	26000
54	26200	133	26400
55	26600	134	26800
48	27000	136	27200
50	27399	133	27600
46	27800	131	28000
56	28200	136	28400
52	28600	132	28800
49	29000	132	29200
53	29399	136	29600
51	29800	134	30000
50	30200	133	30400
52	30600	134	30800
49	31000	133	31200
54	31399	133	31600
53	31800	132	32000
48	32200	133	32400
54	32600	134	32800
55	33000	130	33199
53	33399	131	33599
52	33800	136	33999
54	34199	134	34400
49	34600	133	34799
55	34999	133	35200
55	35400	133	35599
49	35800	132	36000
53	36199	138	36399
55	36599	137	36800
54	37000	136	37199
55	37399	139	37599
52	37800	137	37999
54	38199	132	38400
55	38600	137	38799
58	38999	134	39200
52	39400	129	39599
52	39800	133	40000
55	40199	134	40399
54	40599	133	40800
52	41000	137	41199
55	41399	133	41599
55	41800	137	41999
50	42199	136	42400
55	42600	136	42799
59	42999	132	43200
51	43400	130	43599
54	43800	135	44000
53	44199	133	44399
56	44599	137	44800
52	45000	129	45199
56	45399	134	45599
59	45800	137	45999
59	46199	135	46400
61	46600	131	46799
56	46999	135	47200
59	47400	134	47599
60	47800	134	48000
63	48199	132	48399
59	48599	137	48800
55	49000	138	49199
60	49399	134	49599
58	49800	136	49999
63	50199	135	50400
60	50600	134	50799
64	50999	133	51200
60	51400	133	51599
60	51800	131	52000
58	52199	136	52399
66	52599	133	52800
63	53000	134	53199
62	53399	136	53599
63	53800	137	53999
69	54199	131	54400
59	54600	134	54799
60	54999	134	55200
64	55400	135	55599
67	55800	132	56000
68	56199	134	56399
65	56599	132	56800
61	57000	135	57199
61	57399	133	57599
66	57800	135	57999
66	58199	139	58400
66	58600	136	58799
66	58999	133	59200
68	59400	133	59599
64	59800	135	60000
78	60199	133	60399
69	60599	131	60800
61	61000	132	61199
68	61399	134	61599
71	61800	133	61999
68	62199	134	62400
68	62600	133	62799
73	62999	133	63200
72	63400	135	63599
73	63800	133	64000
67	64199	133	64399
69	64599	132	64800
71	65000	133	65199
71	65399	142	65599
70	65800	134	65999
77	66199	135	66400
73	66600	132	66799
71	66999	139	67200
73	67400	134	67599
73	67800	133	68000
75	68199	133	68399
76	68599	135	68800
71	69000	134	69199
77	69399	134	69599
72	69800	134	69999
82	70199	139	70400
78	70600	134	70799
71	70999	138	71200
78	71400	137	71599
80	71800	132	72000
83	72199	134	72399
84	72599	135	72800
83	73000	134	73199
80	73399	135	73599
84	73800	136	73999
76	74199	133	74400
82	74600	134	74799
83	74999	135	75200
86	75400	135	75599
85	75800	135	76000
76	76199	130	76399
79	76599	132	76800
91	77000	131	77199
87	77399	134	77599
83	77800	129	77999
90	78199	134	78400
89	78600	132	78799
89	78999	133	79200
91	79400	128	79599
90	79800	136	80000
91	80199	141	80399
92	80599	131	80800
91	81000	133	81199
86	81399	133	81599
93	81800	133	81999
96	82199	136	82400
90	82600	134	82799
89	82999	133	83200
92	83400	131	83599
92	83800	133	84000
93	84199	135	84399
99	84599	134	84800
94	85000	133	85199
91	85399	136	85599
93	85800	134	85999
97	86199	136	86400
91	86600	133	86799
102	86999	135	87200
98	87400	135	87599
102	87800	130	88000
101	88199	136	88399
99	88599	135	88800
98	89000	133	89199
107	89399	135	89599
104	89800	135	89999
101	90199	134	90400
95	90600	133	90799
104	90999	132	91200
104	91400	136	91599
106	91800	133	92000
104	92199	134	92399
99	92599	132	92800
93	93000	131	93199
97	93399	132	93599
100	93800	131	93999
111	94199	135	94400
104	94600	131	94799
116	94999	133	95200
105	95400	134	95599
109	95800	133	96000
110	96199	132	96399
107	96599	131	96800
111	97000	133	97199
109	97399	134	97599
109	97800	131	97999
111	98199	134	98400
111	98600	137	98799
106	98999	143	99200
113	99400	137	99599
108	99800	130	100000
111	100199	132	100399
111	100599	133	100800
111	101000	134	101199
113	101399	126	101599
111	101800	135	101999
114	102199	132	102400
118	102600	137	102799
116	102999	135	103200
116	103400	135	103599
119	103800	138	104000
115	104199	133	104399
112	104599	135	104800
119	105000	131	105199
117	105399	132	105599
121	105800	132	105999
121	106199	138	106400
122	106600	135	106799
123	106999	137	107200
119	107400	133	107599
122	107800	134	108000
121	108199	133	108399
118	108599	134	108800
128	109000	136	109199
123	109399	135	109599
126	109800	133	109999
128	110199	134	110400
127	110600	138	110799
125	110999	136	111200
129	111400	136	111599
125	111800	136	112000
125	112199	137	112399
125	112599	133	112800
126	113000	137	113199
127	113399	132	113599
127	113800	137	113999
126	114199	136	114400
